temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m (°)
26.1,0.0,0.0,24.0,0.0,0.0,80.0,13.3,229.0
25.1,0.0,0.0,21.0,0.0,0.0,70.0,14.3,223.0
24.2,0.0,0.0,20.0,0.0,0.0,65.0,15.3,223.0
23.3,0.0,0.0,14.0,0.0,0.0,47.0,15.5,226.0
21.9,0.0,0.0,28.0,0.0,1.0,90.0,15.3,229.0
21.2,0.0,0.0,29.0,0.0,5.0,86.0,14.8,231.0
20.0,0.0,0.0,23.0,0.0,4.0,68.0,14.0,241.0
19.3,0.0,0.0,31.0,0.0,4.0,96.0,12.3,249.0
19.5,0.0,0.0,30.0,0.0,3.0,95.0,10.9,253.0
18.9,0.0,0.0,34.0,0.0,7.0,100.0,9.2,244.0
18.8,0.0,0.0,36.0,0.0,10.0,100.0,10.2,225.0
18.0,0.0,0.0,33.0,0.0,5.0,100.0,11.2,228.0
18.0,0.0,0.0,32.0,0.0,4.0,98.0,12.0,229.0
19.6,0.0,0.0,26.0,0.0,7.0,74.0,11.5,238.0
21.1,0.0,0.0,29.0,0.0,4.0,87.0,10.9,236.0
23.3,0.0,0.0,27.0,0.0,1.0,88.0,12.2,227.0
26.2,0.0,0.0,29.0,0.0,1.0,95.0,14.3,227.0
27.6,0.0,0.0,28.0,0.0,0.0,92.0,17.1,231.0
28.5,0.0,0.0,31.0,0.0,4.0,95.0,19.4,235.0
29.3,0.0,0.0,29.0,0.0,4.0,88.0,20.0,232.0
29.8,0.0,0.0,27.0,0.0,1.0,89.0,20.0,231.0
30.1,0.0,0.0,33.0,0.0,12.0,85.0,19.3,233.0
28.8,0.0,0.0,52.0,0.0,45.0,84.0,16.7,237.0
27.3,0.0,0.0,47.0,0.0,33.0,91.0,13.8,229.0
24.6,0.0,0.0,50.0,0.0,34.0,97.0,8.9,256.0
23.5,0.0,0.0,68.0,1.0,64.0,94.0,9.4,313.0
23.2,0.0,0.0,53.0,0.0,39.0,99.0,6.4,333.0
22.5,0.0,0.0,51.0,0.0,35.0,99.0,4.7,302.0
21.6,0.0,0.0,58.0,1.0,46.0,99.0,5.2,295.0
21.3,0.0,0.0,37.0,0.0,11.0,100.0,2.9,180.0
20.6,0.0,0.0,41.0,0.0,19.0,100.0,8.3,214.0
20.2,0.0,0.0,59.0,1.0,48.0,99.0,10.2,252.0
19.8,0.0,0.0,60.0,1.0,50.0,97.0,9.4,274.0
19.8,0.0,0.0,30.0,0.0,23.0,54.0,7.9,273.0
19.6,0.0,0.0,17.0,0.0,11.0,35.0,5.9,227.0
19.5,0.0,0.0,28.0,0.0,7.0,78.0,6.5,251.0
19.1,0.0,0.0,38.0,0.0,36.0,54.0,7.0,249.0
19.9,0.0,0.0,59.0,0.0,75.0,46.0,5.5,247.0
19.7,0.0,0.0,74.0,0.0,98.0,52.0,5.7,252.0
20.3,0.0,0.0,75.0,0.0,99.0,52.0,5.0,240.0
20.8,0.0,0.0,84.0,0.0,97.0,85.0,6.9,227.0
22.2,0.0,0.0,75.0,0.0,78.0,94.0,8.7,232.0
24.1,0.0,0.0,72.0,0.0,74.0,93.0,10.6,215.0
26.3,0.0,0.0,34.0,1.0,16.0,79.0,13.9,201.0
27.1,0.0,0.0,38.0,5.0,10.0,90.0,17.4,204.0
26.8,0.0,0.0,46.0,1.0,30.0,90.0,16.2,197.0
26.5,0.0,0.0,57.0,2.0,44.0,95.0,15.1,192.0
25.5,0.0,0.0,55.0,0.0,45.0,93.0,12.8,202.0
25.1,0.0,0.0,35.0,0.0,15.0,85.0,14.6,200.0
24.9,0.0,0.0,35.0,0.0,13.0,90.0,17.2,206.0
24.7,0.0,0.0,34.0,0.0,17.0,80.0,21.6,213.0
24.9,0.0,0.0,34.0,0.0,15.0,84.0,25.2,222.0
23.8,0.0,0.0,72.0,15.0,60.0,74.0,23.1,255.0
24.1,0.0,0.0,52.0,0.0,54.0,65.0,21.2,285.0
22.9,0.0,0.0,59.0,0.0,64.0,68.0,21.0,292.0
21.9,0.0,0.0,73.0,0.0,85.0,73.0,20.5,304.0
20.9,0.0,0.0,26.0,0.0,5.0,77.0,18.6,313.0
20.0,0.0,0.0,19.0,0.0,0.0,62.0,17.3,315.0
17.7,0.0,0.0,35.0,0.0,26.0,65.0,16.6,318.0
17.0,0.0,0.0,86.0,0.0,95.0,97.0,12.2,317.0
16.6,0.0,0.0,77.0,0.0,80.0,97.0,11.7,317.0
16.3,0.0,0.0,29.0,0.0,2.0,94.0,12.7,317.0
16.3,0.0,0.0,29.0,0.0,0.0,97.0,13.6,320.0
17.1,0.0,0.0,29.0,0.0,0.0,98.0,12.0,319.0
18.7,0.0,0.0,29.0,0.0,0.0,97.0,10.3,306.0
19.8,0.0,0.0,30.0,0.0,1.0,97.0,10.8,296.0
20.5,0.0,0.0,49.0,0.0,32.0,99.0,10.3,295.0
20.8,0.0,0.0,58.0,0.0,46.0,100.0,8.5,282.0
20.8,0.0,0.0,67.0,0.0,61.0,100.0,7.8,248.0
21.0,0.0,0.0,83.0,0.0,88.0,100.0,8.7,225.0
21.0,0.0,0.0,88.0,0.0,96.0,100.0,9.8,197.0
20.4,0.0,0.0,89.0,0.0,99.0,100.0,10.6,204.0
20.3,0.0,0.0,57.0,0.0,45.0,100.0,10.2,190.0
19.5,0.1,0.1,89.0,0.0,99.0,99.0,10.6,198.0
18.7,0.2,0.2,89.0,0.0,98.0,99.0,11.0,199.0
18.6,0.0,0.0,87.0,0.0,96.0,99.0,11.0,203.0
17.8,0.0,0.0,88.0,0.0,97.0,100.0,11.6,216.0
17.6,0.0,0.0,86.0,0.0,94.0,100.0,8.5,234.0
17.6,0.0,0.0,82.0,0.0,87.0,100.0,6.1,230.0
17.1,0.0,0.0,82.0,0.0,86.0,100.0,5.7,198.0
16.9,0.0,0.0,81.0,0.0,85.0,99.0,5.8,184.0
16.5,0.2,0.2,85.0,0.0,93.0,98.0,6.5,180.0
15.6,0.1,0.1,86.0,0.0,93.0,99.0,4.3,204.0
16.2,0.0,0.0,96.0,11.0,93.0,100.0,3.8,319.0
15.8,0.0,0.0,83.0,23.0,53.0,100.0,6.9,6.0
16.0,0.0,0.0,87.0,16.0,71.0,100.0,8.7,24.0
16.2,0.0,0.0,86.0,20.0,64.0,100.0,9.0,37.0
16.1,0.0,0.0,43.0,3.0,17.0,100.0,10.7,45.0
16.5,0.0,0.0,39.0,5.0,8.0,100.0,12.7,65.0
16.5,0.0,0.0,91.0,26.0,62.0,100.0,14.2,74.0
17.0,0.0,0.0,98.0,37.0,57.0,100.0,13.3,77.0
16.9,0.0,0.0,65.0,2.0,56.0,100.0,13.4,63.0
16.8,0.0,0.0,78.0,20.0,50.0,100.0,13.8,49.0
16.7,0.3,0.3,100.0,77.0,98.0,100.0,12.8,50.0
16.3,0.4,0.4,100.0,100.0,100.0,100.0,10.5,49.0
15.8,0.5,0.5,100.0,63.0,96.0,98.0,5.3,62.0
15.4,0.3,0.3,100.0,83.0,98.0,87.0,3.9,22.0
14.8,0.0,0.0,50.0,0.0,71.0,23.0,5.5,23.0
14.5,0.0,0.0,60.0,25.0,62.0,2.0,5.0,21.0
14.3,0.0,0.0,98.0,57.0,76.0,4.0,4.0,10.0
14.2,0.0,0.0,99.0,66.0,64.0,4.0,4.0,355.0
14.2,0.0,0.0,100.0,58.0,47.0,96.0,5.4,340.0
14.2,0.0,0.0,100.0,48.0,93.0,100.0,7.1,336.0
14.2,0.0,0.0,100.0,34.0,91.0,96.0,8.0,342.0
14.1,0.0,0.0,34.0,3.0,6.0,92.0,7.7,349.0
13.3,0.0,0.0,34.0,0.0,8.0,96.0,7.0,348.0
12.9,0.0,0.0,38.0,3.0,11.0,97.0,7.5,343.0
12.6,0.0,0.0,33.0,1.0,3.0,100.0,5.1,352.0
13.5,0.0,0.0,32.0,2.0,0.0,99.0,7.4,346.0
14.4,0.0,0.0,31.0,0.0,1.0,100.0,7.0,348.0
15.6,0.0,0.0,30.0,0.0,0.0,100.0,8.0,5.0
16.6,0.0,0.0,30.0,0.0,0.0,100.0,7.9,24.0
18.5,0.0,0.0,30.0,0.0,0.0,99.0,9.0,29.0
19.3,0.0,0.0,27.0,2.0,1.0,83.0,8.9,32.0
20.4,0.0,0.0,14.0,9.0,2.0,16.0,8.9,32.0
20.8,0.0,0.0,19.0,7.0,21.0,0.0,8.4,20.0
21.0,0.0,0.0,33.0,10.0,39.0,1.0,7.9,16.0
20.8,0.0,0.0,24.0,2.0,37.0,0.0,5.0,30.0
20.5,0.0,0.0,23.0,1.0,36.0,0.0,3.3,84.0
20.1,0.0,0.0,25.0,6.0,33.0,0.0,8.1,135.0
19.0,0.0,0.0,16.0,8.0,15.0,0.0,8.9,137.0
17.8,0.0,0.0,18.0,10.0,15.0,0.0,10.5,139.0
16.6,0.0,0.0,15.0,2.0,22.0,0.0,10.1,145.0
15.4,0.0,0.0,16.0,4.0,20.0,0.0,7.7,152.0
14.1,0.0,0.0,3.0,1.0,3.0,0.0,4.8,153.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,148.0
13.1,0.0,0.0,0.0,0.0,0.0,0.0,4.8,138.0
12.9,0.0,0.0,1.0,0.0,1.0,0.0,4.4,125.0
12.7,0.0,0.0,2.0,1.0,1.0,0.0,2.5,82.0
12.7,0.0,0.0,7.0,4.0,5.0,0.0,3.6,37.0
12.0,0.0,0.0,8.0,5.0,6.0,0.0,4.9,36.0
13.1,0.0,0.0,9.0,3.0,10.0,0.0,3.9,22.0
12.7,0.0,0.0,11.0,2.0,16.0,0.0,4.4,35.0
13.5,0.0,0.0,16.0,2.0,23.0,0.0,5.1,39.0
14.6,0.0,0.0,18.0,3.0,26.0,0.0,5.6,50.0
16.1,0.0,0.0,16.0,1.0,25.0,0.0,6.3,66.0
18.3,0.0,0.0,19.0,0.0,31.0,0.0,6.9,84.0
19.0,0.0,0.0,17.0,4.0,22.0,0.0,7.2,93.0
19.9,0.0,0.0,2.0,0.0,3.0,0.0,7.4,104.0
20.3,0.0,0.0,6.0,1.0,9.0,0.0,9.7,121.0
20.4,0.0,0.0,14.0,5.0,15.0,0.0,10.2,129.0
20.3,0.0,0.0,9.0,0.0,15.0,0.0,10.2,129.0
20.4,0.0,0.0,8.0,0.0,14.0,0.0,12.0,134.0
19.2,0.0,0.0,5.0,0.0,8.0,1.0,10.6,156.0
18.3,0.0,0.0,16.0,0.0,14.0,26.0,10.2,162.0
16.9,0.0,0.0,10.0,0.0,11.0,12.0,8.4,155.0
16.2,0.0,0.0,5.0,0.0,5.0,5.0,7.4,151.0
15.3,0.0,0.0,0.0,0.0,0.0,0.0,6.2,144.0
14.5,0.0,0.0,0.0,0.0,0.0,0.0,4.4,145.0
14.0,0.0,0.0,1.0,0.0,2.0,0.0,2.8,140.0
13.9,0.0,0.0,2.0,0.0,3.0,0.0,3.4,122.0
12.6,0.0,0.0,1.0,0.0,1.0,0.0,3.7,119.0
12.7,0.0,0.0,1.0,0.0,1.0,0.0,3.2,117.0
12.7,0.0,0.0,1.0,0.0,1.0,0.0,1.1,18.0
12.1,0.0,0.0,0.0,0.0,0.0,0.0,4.6,342.0
13.1,0.0,0.0,29.0,26.0,9.0,0.0,4.7,356.0
12.5,0.0,0.0,1.0,0.0,2.0,0.0,2.4,27.0
13.6,0.0,0.0,1.0,0.0,1.0,0.0,1.5,76.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,119.0
17.3,0.0,0.0,0.0,0.0,0.0,0.0,3.1,111.0
20.1,0.0,0.0,0.0,0.0,0.0,0.0,1.1,90.0
20.5,0.0,0.0,0.0,0.0,0.0,0.0,2.6,106.0
20.5,0.0,0.0,5.0,0.0,0.0,15.0,7.7,127.0
21.3,0.0,0.0,10.0,0.0,1.0,32.0,11.5,136.0
21.7,0.0,0.0,13.0,1.0,7.0,27.0,12.5,141.0
21.7,0.0,0.0,14.0,0.0,5.0,35.0,12.0,141.0
21.5,0.0,0.0,27.0,0.0,15.0,61.0,11.2,138.0
20.4,0.0,0.0,7.0,0.0,6.0,10.0,12.1,143.0
19.7,0.0,0.0,8.0,0.0,1.0,26.0,10.9,146.0
18.1,0.0,0.0,1.0,0.0,0.0,3.0,7.4,151.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,150.0
15.9,0.0,0.0,1.0,1.0,0.0,0.0,8.2,139.0
14.5,0.0,0.0,1.0,1.0,0.0,0.0,8.2,139.0
14.2,0.0,0.0,9.0,10.0,0.0,0.0,6.8,148.0
13.6,0.0,0.0,13.0,14.0,0.0,0.0,3.7,209.0
13.1,0.0,0.0,8.0,9.0,0.0,0.0,3.1,249.0
12.7,0.0,0.0,8.0,9.0,0.0,0.0,2.1,239.0
12.7,0.0,0.0,4.0,4.0,0.0,0.0,2.9,150.0
12.4,0.0,0.0,2.0,2.0,0.0,0.0,3.7,169.0
13.2,0.0,0.0,50.0,54.0,3.0,0.0,6.0,123.0
12.8,0.0,0.0,87.0,71.0,38.0,0.0,7.1,139.0
13.3,0.0,0.0,67.0,34.0,54.0,12.0,6.2,170.0
13.8,0.0,0.0,62.0,24.0,58.0,20.0,8.6,165.0
15.0,0.0,0.0,48.0,9.0,31.0,72.0,11.0,161.0
16.7,0.0,0.0,50.0,12.0,19.0,94.0,12.2,178.0
17.0,0.0,0.0,79.0,15.0,60.0,99.0,13.7,178.0
17.2,0.0,0.0,77.0,1.0,77.0,99.0,14.9,173.0
17.8,0.0,0.0,82.0,0.0,88.0,98.0,14.7,163.0
18.3,0.0,0.0,70.0,21.0,38.0,93.0,13.6,163.0
19.7,0.0,0.0,80.0,62.0,1.0,77.0,15.3,172.0
21.4,0.0,0.0,80.0,69.0,4.0,52.0,14.0,180.0
20.1,0.0,0.0,74.0,37.0,19.0,98.0,10.4,134.0
19.9,0.0,0.0,100.0,54.0,38.0,99.0,5.9,128.0
19.7,0.0,0.0,60.0,8.0,38.0,99.0,2.9,120.0
19.2,0.0,0.0,45.0,8.0,13.0,100.0,3.9,146.0
19.0,0.0,0.0,37.0,5.0,5.0,98.0,5.3,208.0
18.0,0.0,0.0,28.0,1.0,8.0,75.0,6.2,234.0
17.5,0.0,0.0,20.0,6.0,14.0,22.0,6.9,261.0
16.6,0.0,0.0,5.0,2.0,4.0,1.0,7.5,287.0
16.4,0.0,0.0,2.0,1.0,2.0,0.0,10.0,308.0
16.3,0.0,0.0,2.0,1.0,2.0,0.0,13.2,325.0
16.8,0.0,0.0,14.0,5.0,6.0,20.0,15.3,333.0
16.0,0.0,0.0,20.0,11.0,12.0,11.0,14.2,333.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,322.0
16.4,0.0,0.0,9.0,0.0,0.0,29.0,10.5,319.0
16.9,0.0,0.0,1.0,1.0,0.0,0.0,10.4,326.0
17.3,0.0,0.0,12.0,0.0,13.0,13.0,13.8,332.0
17.7,0.0,0.0,38.0,0.0,61.0,6.0,14.0,325.0
18.6,0.0,0.0,9.0,1.0,9.0,9.0,14.1,320.0
19.1,0.0,0.0,27.0,0.0,0.0,89.0,15.0,312.0
19.9,0.0,0.0,29.0,0.0,0.0,96.0,14.9,307.0
20.4,0.0,0.0,30.0,0.0,0.0,100.0,14.2,306.0
20.8,0.0,0.0,30.0,0.0,0.0,100.0,13.8,309.0
21.4,0.0,0.0,28.0,0.0,0.0,94.0,13.3,311.0
21.7,0.0,0.0,4.0,0.0,0.0,13.0,12.5,311.0
21.1,0.0,0.0,23.0,0.0,38.0,2.0,10.7,303.0
20.8,0.0,0.0,38.0,0.0,51.0,24.0,6.5,304.0
19.8,0.0,0.0,50.0,0.0,82.0,2.0,7.6,315.0
19.5,0.0,0.0,35.0,0.0,59.0,0.0,7.3,340.0
18.8,0.0,0.0,34.0,0.0,40.0,33.0,6.7,344.0
17.9,0.0,0.0,28.0,0.0,46.0,0.0,5.7,18.0
17.6,0.0,0.0,47.0,0.0,54.0,48.0,4.1,52.0
16.5,0.0,0.0,35.0,0.0,38.0,39.0,4.8,63.0
16.0,0.0,0.0,68.0,0.0,98.0,31.0,4.9,36.0
15.7,0.0,0.0,75.0,0.0,95.0,60.0,8.8,35.0
14.7,0.8,0.8,84.0,6.0,81.0,100.0,8.4,47.0
13.5,0.5,0.5,85.0,0.0,92.0,100.0,9.3,77.0
12.6,0.7,0.7,100.0,40.0,70.0,89.0,5.8,90.0
12.2,0.8,0.8,100.0,59.0,87.0,51.0,9.4,97.0
11.9,0.9,0.9,100.0,92.0,86.0,60.0,9.0,85.0
11.8,0.8,0.8,100.0,100.0,85.0,70.0,10.5,98.0
11.9,0.2,0.2,100.0,96.0,73.0,67.0,11.1,115.0
12.7,0.3,0.3,100.0,100.0,94.0,68.0,11.1,126.0
12.7,0.2,0.2,100.0,100.0,65.0,78.0,13.5,132.0
13.1,0.1,0.1,100.0,100.0,73.0,85.0,10.9,134.0
13.6,0.1,0.1,100.0,99.0,19.0,75.0,7.9,120.0
13.8,0.0,0.0,100.0,99.0,6.0,60.0,6.1,93.0
13.7,0.0,0.0,100.0,94.0,9.0,63.0,7.9,51.0
13.8,0.0,0.0,100.0,77.0,18.0,100.0,11.0,38.0
13.1,0.0,0.0,100.0,99.0,100.0,98.0,10.2,23.0
12.7,0.0,0.0,100.0,79.0,88.0,97.0,11.0,19.0
12.2,0.8,0.8,100.0,67.0,40.0,100.0,9.7,42.0
11.9,1.2,1.2,100.0,71.0,84.0,100.0,10.2,51.0
12.1,1.2,1.2,100.0,75.0,82.0,97.0,10.7,48.0
11.9,1.4,1.4,100.0,79.0,79.0,98.0,11.9,35.0
12.0,1.6,1.6,100.0,80.0,82.0,82.0,10.7,40.0
11.9,1.2,1.2,100.0,99.0,88.0,98.0,8.9,47.0
11.8,0.6,0.6,100.0,100.0,97.0,93.0,8.7,38.0
11.8,0.0,0.0,100.0,100.0,98.0,13.0,9.7,39.0
11.7,0.0,0.0,100.0,100.0,85.0,37.0,10.4,44.0
11.5,0.0,0.0,100.0,99.0,92.0,89.0,10.2,42.0
11.9,0.0,0.0,100.0,82.0,98.0,98.0,7.9,16.0
11.8,0.0,0.0,100.0,99.0,57.0,98.0,8.2,23.0
11.8,0.0,0.0,100.0,96.0,93.0,87.0,10.3,25.0
11.7,0.0,0.0,100.0,100.0,89.0,99.0,8.7,52.0
11.8,0.1,0.1,100.0,99.0,84.0,100.0,8.9,58.0
12.0,0.0,0.0,100.0,100.0,97.0,100.0,9.8,73.0
11.9,0.0,0.0,100.0,100.0,100.0,100.0,10.1,84.0
11.7,0.0,0.0,100.0,100.0,100.0,100.0,10.2,100.0
11.8,0.0,0.0,100.0,99.0,100.0,99.0,10.6,114.0
11.7,0.5,0.5,100.0,100.0,99.0,69.0,12.7,119.0
11.9,0.1,0.1,100.0,100.0,93.0,12.0,12.5,123.0
11.8,0.0,0.0,100.0,100.0,80.0,34.0,11.7,124.0
12.1,0.0,0.0,100.0,100.0,100.0,48.0,9.7,121.0
12.1,0.0,0.0,100.0,100.0,100.0,31.0,8.4,121.0
11.9,0.0,0.0,100.0,97.0,99.0,0.0,7.8,124.0
11.9,0.0,0.0,100.0,95.0,88.0,12.0,7.4,119.0
11.8,0.4,0.4,100.0,100.0,99.0,32.0,6.2,126.0
11.7,0.9,0.9,100.0,98.0,100.0,28.0,7.3,123.0
11.7,1.4,1.4,100.0,100.0,100.0,29.0,7.4,129.0
11.7,2.5,2.5,100.0,100.0,100.0,37.0,4.5,166.0
11.7,2.4,2.4,100.0,100.0,99.0,58.0,6.5,161.0
11.6,0.2,0.2,100.0,100.0,93.0,90.0,4.3,156.0
11.7,0.3,0.3,100.0,100.0,76.0,98.0,2.3,162.0
11.7,0.0,0.0,100.0,100.0,54.0,97.0,2.3,162.0
12.1,0.0,0.0,100.0,100.0,81.0,99.0,4.2,160.0
12.0,0.0,0.0,100.0,99.0,40.0,44.0,3.8,131.0
12.1,0.0,0.0,100.0,100.0,39.0,65.0,4.7,157.0
12.4,0.0,0.0,100.0,100.0,32.0,57.0,2.7,203.0
13.2,0.0,0.0,100.0,100.0,6.0,84.0,1.9,202.0
14.8,0.0,0.0,100.0,100.0,0.0,68.0,2.9,210.0
15.3,0.0,0.0,90.0,100.0,0.0,0.0,4.6,231.0
16.4,0.0,0.0,100.0,100.0,0.0,96.0,5.7,252.0
17.7,0.0,0.0,100.0,100.0,0.0,99.0,6.4,243.0
18.5,0.0,0.0,100.0,100.0,0.0,96.0,7.6,239.0
19.6,0.0,0.0,100.0,99.0,0.0,99.0,8.2,247.0
20.4,0.0,0.0,100.0,100.0,0.0,94.0,7.7,242.0
20.4,0.0,0.0,100.0,97.0,0.0,93.0,9.7,158.0
19.0,0.0,0.0,39.0,12.0,0.0,95.0,11.4,156.0
18.1,0.0,0.0,31.0,2.0,1.0,95.0,10.5,164.0
17.5,0.0,0.0,70.0,14.0,46.0,99.0,12.0,164.0
17.1,0.0,0.0,100.0,24.0,94.0,99.0,11.2,174.0
16.6,0.0,0.0,80.0,25.0,47.0,96.0,10.4,182.0
17.0,0.0,0.0,70.0,36.0,19.0,87.0,9.9,199.0
16.9,0.0,0.0,100.0,68.0,45.0,86.0,9.2,219.0
16.7,0.0,0.0,100.0,94.0,48.0,99.0,9.3,216.0
16.7,0.0,0.0,100.0,93.0,29.0,99.0,8.2,209.0
16.7,0.0,0.0,100.0,83.0,6.0,92.0,9.2,211.0
16.4,0.0,0.0,81.0,75.0,5.0,34.0,9.6,214.0
17.0,0.0,0.0,92.0,98.0,0.0,14.0,7.1,221.0
17.6,0.0,0.0,90.0,82.0,3.0,47.0,8.9,227.0
18.2,0.0,0.0,78.0,49.0,33.0,46.0,9.9,224.0
18.9,0.0,0.0,55.0,42.0,6.0,44.0,11.3,217.0
20.5,0.0,0.0,53.0,29.0,1.0,86.0,12.0,229.0
23.6,0.0,0.0,26.0,0.0,2.0,83.0,15.0,235.0
25.2,0.0,0.0,18.0,0.0,2.0,57.0,16.8,215.0
27.0,0.0,0.0,25.0,0.0,1.0,82.0,16.7,213.0
28.3,0.0,0.0,27.0,5.0,8.0,59.0,16.8,215.0
29.2,0.0,0.0,61.0,24.0,36.0,58.0,18.1,226.0
28.9,0.0,0.0,22.0,7.0,19.0,13.0,16.3,215.0
25.3,0.0,0.0,39.0,11.0,19.0,60.0,15.6,218.0
24.0,2.8,2.8,82.0,37.0,33.0,96.0,7.9,267.0
20.4,5.8,5.8,100.0,59.0,87.0,100.0,4.0,270.0
19.9,0.2,0.2,70.0,4.0,61.0,98.0,3.9,214.0
19.9,0.0,0.0,79.0,38.0,25.0,100.0,6.5,304.0
19.3,0.0,0.0,96.0,55.0,27.0,100.0,6.2,350.0
18.5,0.0,0.0,100.0,94.0,37.0,100.0,9.4,360.0
18.2,0.0,0.0,100.0,100.0,45.0,96.0,10.2,8.0
17.4,0.0,0.0,100.0,100.0,32.0,100.0,12.0,9.0
17.2,0.0,0.0,100.0,100.0,13.0,100.0,13.9,17.0
17.0,0.0,0.0,100.0,100.0,31.0,100.0,14.6,20.0
17.0,0.0,0.0,100.0,100.0,42.0,100.0,13.7,27.0
16.7,0.0,0.0,100.0,100.0,78.0,100.0,12.1,37.0
16.9,0.0,0.0,81.0,17.0,59.0,100.0,4.6,45.0
16.9,0.0,0.0,100.0,42.0,77.0,99.0,6.2,69.0
17.0,0.1,0.1,100.0,31.0,90.0,100.0,7.4,61.0
17.4,0.4,0.4,100.0,40.0,90.0,100.0,8.7,66.0
17.3,0.9,0.9,100.0,73.0,99.0,98.0,10.4,88.0
17.4,1.4,1.4,100.0,75.0,100.0,99.0,10.5,86.0
16.9,1.8,1.8,100.0,66.0,100.0,99.0,11.7,81.0
16.2,1.8,1.8,100.0,61.0,100.0,100.0,12.9,77.0
16.0,1.5,1.5,100.0,41.0,100.0,99.0,13.6,79.0
15.7,0.8,0.8,100.0,32.0,100.0,98.0,14.4,87.0
15.6,0.6,0.6,100.0,54.0,99.0,98.0,14.0,90.0
15.2,0.5,0.5,100.0,53.0,99.0,100.0,13.3,92.0
15.0,0.5,0.5,100.0,100.0,100.0,100.0,11.2,94.0
14.8,0.6,0.6,100.0,100.0,100.0,100.0,9.4,94.0
14.5,0.6,0.6,100.0,100.0,100.0,100.0,8.3,88.0
14.2,0.7,0.7,100.0,100.0,99.0,100.0,8.0,72.0
14.2,0.7,0.7,100.0,100.0,100.0,100.0,7.9,66.0
14.1,0.7,0.7,100.0,100.0,100.0,100.0,8.4,70.0
14.0,1.2,1.2,100.0,100.0,100.0,100.0,8.8,71.0
14.0,0.8,0.8,100.0,100.0,100.0,100.0,8.9,63.0
13.8,0.6,0.6,100.0,100.0,98.0,100.0,9.2,39.0
13.8,1.8,1.8,100.0,100.0,100.0,99.0,10.9,34.0
13.8,1.1,1.1,100.0,100.0,100.0,100.0,9.5,29.0
13.7,1.6,1.6,100.0,100.0,100.0,100.0,7.1,30.0
14.5,2.5,2.5,100.0,100.0,100.0,99.0,0.4,270.0
14.5,2.1,2.1,100.0,100.0,100.0,100.0,0.8,27.0
14.7,1.4,1.4,100.0,100.0,100.0,98.0,4.3,48.0
14.8,0.9,0.9,100.0,100.0,100.0,98.0,4.6,51.0
15.5,0.5,0.5,100.0,100.0,100.0,97.0,4.4,55.0
16.6,0.4,0.4,100.0,100.0,100.0,99.0,3.4,32.0
17.6,0.0,0.0,100.0,97.0,100.0,99.0,2.9,7.0
18.6,0.0,0.0,100.0,87.0,100.0,99.0,3.3,13.0
18.9,0.0,0.0,100.0,100.0,96.0,99.0,5.8,7.0
19.2,0.0,0.0,100.0,100.0,96.0,90.0,6.9,6.0
21.3,0.0,0.0,100.0,100.0,99.0,98.0,3.4,18.0
22.1,0.0,0.0,100.0,100.0,93.0,98.0,0.5,135.0
20.4,0.0,0.0,100.0,91.0,87.0,100.0,4.2,200.0
20.6,0.0,0.0,75.0,30.0,30.0,99.0,4.5,194.0
20.0,0.0,0.0,58.0,6.0,38.0,99.0,6.7,196.0
19.4,0.0,0.0,64.0,8.0,44.0,100.0,7.3,213.0
18.8,0.0,0.0,60.0,3.0,45.0,100.0,6.6,225.0
18.4,0.0,0.0,59.0,0.0,48.0,100.0,6.7,234.0
18.3,0.0,0.0,61.0,0.0,52.0,100.0,5.3,242.0
18.2,0.0,0.0,68.0,0.0,64.0,100.0,5.9,259.0
18.0,0.0,0.0,100.0,75.0,67.0,100.0,6.2,263.0
17.8,0.0,0.0,100.0,94.0,85.0,100.0,3.8,287.0
17.6,0.0,0.0,100.0,94.0,81.0,100.0,5.4,360.0
17.4,0.0,0.0,100.0,72.0,85.0,100.0,11.9,29.0
17.6,0.0,0.0,100.0,49.0,99.0,100.0,14.5,42.0
17.8,0.0,0.0,100.0,26.0,98.0,100.0,16.8,43.0
17.5,0.0,0.0,98.0,14.0,93.0,100.0,17.8,47.0
17.2,0.0,0.0,94.0,14.0,85.0,100.0,19.9,55.0
17.1,0.0,0.0,42.0,13.0,0.0,100.0,21.4,61.0
17.1,0.0,0.0,37.0,8.0,0.0,100.0,22.1,64.0
17.1,0.0,0.0,36.0,7.0,0.0,100.0,21.3,66.0
17.3,0.0,0.0,37.0,8.0,0.0,100.0,21.5,67.0
17.7,0.0,0.0,39.0,10.0,1.0,99.0,21.7,71.0
17.9,0.0,0.0,39.0,7.0,4.0,100.0,21.7,78.0
17.7,0.0,0.0,51.0,14.0,14.0,100.0,20.6,86.0
17.4,0.0,0.0,61.0,21.0,20.0,100.0,19.5,93.0
16.1,0.0,0.0,47.0,19.0,0.0,100.0,10.7,110.0
15.6,0.0,0.0,52.0,24.0,0.0,100.0,11.4,108.0
14.7,0.0,0.0,47.0,19.0,0.0,100.0,13.8,99.0
